Unnamed: 0,EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas
1565709,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2016,15,4,IRA Alta (J00-J06),2.0,0.0,0.0,0.0,2.0,0.0
2577481,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2018,1,7,Bronquitis/bronquiolitis aguda (J20-J21),36.0,7.0,23.0,6.0,0.0,0.0
2854985,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2016,46,32,HOSPITALIZACIONES POR CAUSAS SISTEMA RESPIRATORIO,0.0,0.0,0.0,0.0,0.0,0.0
2968485,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2014,51,4,IRA Alta (J00-J06),234.0,60.0,117.0,57.0,0.0,0.0
2226976,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2019,52,32,HOSPITALIZACIONES POR CAUSAS SISTEMA RESPIRATORIO,0.0,0.0,0.0,0.0,0.0,0.0
2171119,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2024,23,4,IRA Alta (J00-J06),230.0,26.0,112.0,92.0,0.0,0.0
2212880,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2021,25,32,HOSPITALIZACIONES POR CAUSAS SISTEMA RESPIRATORIO,0.0,0.0,0.0,0.0,0.0,0.0
836995,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2024,18,9,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",8.0,0.0,1.0,3.0,2.0,2.0
1455767,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2022,11,32,HOSPITALIZACIONES POR CAUSAS SISTEMA RESPIRATORIO,0.0,0.0,0.0,0.0,0.0,0.0
930175,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2020,8,34,"HOSPITALIZACIONES COVID-19, VIRUS IDENTIFICADO U07.1",0.0,0.0,0.0,0.0,0.0,0.0
1333108,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2016,15,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
1885247,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2020,3,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
1111676,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2025,32,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,496.0,92.0,220.0,184.0,0.0,0.0
736418,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2018,37,8,Crisis obstructiva bronquial (J40-J46),29.0,12.0,10.0,7.0,0.0,0.0
56600,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2017,44,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
2467957,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2018,34,8,Crisis obstructiva bronquial (J40-J46),6.0,0.0,0.0,0.0,3.0,3.0
1658221,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2016,43,7,Bronquitis/bronquiolitis aguda (J20-J21),4.0,0.0,0.0,0.0,1.0,3.0
225908,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2015,25,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
2433036,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2014,15,4,IRA Alta (J00-J06),282.0,75.0,129.0,78.0,0.0,0.0
1751370,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2022,36,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
314750,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2020,53,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,50.0,13.0,23.0,14.0,0.0,0.0
1851214,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2020,18,33,"HOSPITALIZACIONES COVID-19, VIRUS NO IDENTIFICADO U07.2",0.0,0.0,0.0,0.0,0.0,0.0
2518311,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2024,15,5,Influenza (J09-J11),1.0,0.0,0.0,1.0,0.0,0.0
3202130,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2019,43,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,124.0,4.0,15.0,19.0,72.0,14.0
2370743,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2020,9,33,"HOSPITALIZACIONES COVID-19, VIRUS NO IDENTIFICADO U07.2",0.0,0.0,0.0,0.0,0.0,0.0
2569643,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2018,34,7,Bronquitis/bronquiolitis aguda (J20-J21),56.0,1.0,2.0,14.0,31.0,8.0
2112865,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2021,13,9,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",6.0,0.0,0.0,0.0,3.0,3.0
2903660,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2023,41,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,382.0,85.0,150.0,147.0,0.0,0.0
488767,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2017,20,32,HOSPITALIZACIONES POR CAUSAS SISTEMA RESPIRATORIO,16.0,8.0,5.0,3.0,0.0,0.0
2191318,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2022,4,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,0.0,0.0,0.0,0.0,0.0,0.0
467588,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2016,19,5,Influenza (J09-J11),1.0,0.0,0.0,0.0,1.0,0.0
2004352,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2020,8,34,"HOSPITALIZACIONES COVID-19, VIRUS IDENTIFICADO U07.1",0.0,0.0,0.0,0.0,0.0,0.0
1252563,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2022,5,6,Neumonía (J12-J18),0.0,0.0,0.0,0.0,0.0,0.0
3174145,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2020,3,6,Neumonía (J12-J18),19.0,0.0,0.0,0.0,7.0,12.0
3308438,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2020,17,8,Crisis obstructiva bronquial (J40-J46),0.0,0.0,0.0,0.0,0.0,0.0
543878,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2018,16,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,88.0,0.0,0.0,0.0,69.0,19.0
278331,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2021,49,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
1749903,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2022,6,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
456955,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2020,8,33,"HOSPITALIZACIONES COVID-19, VIRUS NO IDENTIFICADO U07.2",0.0,0.0,0.0,0.0,0.0,0.0
2253506,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2022,5,7,Bronquitis/bronquiolitis aguda (J20-J21),1.0,0.0,0.0,0.0,1.0,0.0
1256117,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2024,38,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
2685142,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2023,14,8,Crisis obstructiva bronquial (J40-J46),0.0,0.0,0.0,0.0,0.0,0.0
2184585,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2019,31,8,Crisis obstructiva bronquial (J40-J46),14.0,0.0,0.0,0.0,7.0,7.0
879830,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2020,44,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
1208352,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2016,14,8,Crisis obstructiva bronquial (J40-J46),6.0,0.0,0.0,0.0,4.0,2.0
2451105,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2014,8,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,136.0,7.0,19.0,10.0,90.0,10.0
1791862,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2017,29,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,198.0,19.0,39.0,12.0,109.0,19.0
444241,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2015,36,5,Influenza (J09-J11),1.0,0.0,0.0,0.0,1.0,0.0
684236,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2014,20,9,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",29.0,0.0,0.0,0.0,14.0,15.0
3072129,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2020,7,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
733207,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2016,19,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
2787362,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2016,30,7,Bronquitis/bronquiolitis aguda (J20-J21),40.0,3.0,5.0,2.0,24.0,6.0
3227405,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2014,25,3,TOTAL CAUSAS SISTEMA RESPIRATORIO,408.0,37.0,67.0,53.0,229.0,22.0
3172456,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2021,25,4,IRA Alta (J00-J06),0.0,0.0,0.0,0.0,0.0,0.0
257694,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2022,5,11,"Covid-19, Virus identificado U07.1",175.0,2.0,2.0,5.0,151.0,15.0
2022361,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2015,50,5,Influenza (J09-J11),3.0,0.0,0.0,0.0,3.0,0.0
843762,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2022,44,8,Crisis obstructiva bronquial (J40-J46),16.0,0.0,0.0,0.0,16.0,0.0
518216,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2024,37,6,Neumonía (J12-J18),8.0,0.0,0.0,2.0,4.0,2.0
1383348,111100,Hospital Clínico San Borja Arriarán,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.460498,-70.64232,Alta Complejidad,2020,11,8,Crisis obstructiva bronquial (J40-J46),16.0,4.0,6.0,6.0,0.0,0.0
1958841,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2021,38,5,Influenza (J09-J11),0.0,0.0,0.0,0.0,0.0,0.0
820045,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2016,29,4,IRA Alta (J00-J06),2.0,0.0,0.0,0.0,2.0,0.0
1838321,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2019,4,32,HOSPITALIZACIONES POR CAUSAS SISTEMA RESPIRATORIO,11.0,0.0,0.0,0.0,8.0,3.0
975937,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2021,20,8,Crisis obstructiva bronquial (J40-J46),2.0,0.0,0.0,1.0,1.0,0.0
3118434,110100,"Hospital San Juan de Dios (Santiago, Santiago)",13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.442394,-70.679188,Alta Complejidad,2018,19,6,Neumonía (J12-J18),41.0,0.0,0.0,0.0,10.0,31.0
3312660,110110,Instituto Traumatológico Dr. Teodoro Gebauer,13,Región Metropolitana de Santiago,13101,Santiago,10,Servicio de Salud Metropolitano Occidente,Hospital,Servicio de Salud,Terciario,Urgencia Especializada,-33.434891,-70.658236,Alta Complejidad,2024,38,4,IRA Alta (J00-J06),0.0,0.0,0.0,0.0,0.0,0.0
607258,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2020,17,10,"Covid-19, Virus no identificado U07.2",37.0,0.0,0.0,0.0,36.0,1.0
2110430,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2024,52,5,Influenza (J09-J11),5.0,0.0,0.0,0.0,5.0,0.0
2816379,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2024,5,8,Crisis obstructiva bronquial (J40-J46),12.0,0.0,0.0,0.0,9.0,3.0
1096761,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria (UEH),-33.444004,-70.637955,Alta Complejidad,2021,27,11,"Covid-19, Virus identificado U07.1",7.0,0.0,0.0,0.0,4.0,3.0
1684386,200933,SAPU Ignacio Domeyko,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,Primario,Urgencia Ambulatoria (SAPU),-33.438921,-70.672467,Baja Complejidad,2021,19,10,"Covid-19, Virus no identificado U07.2",110.0,2.0,0.0,0.0,103.0,5.0
559857,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2016,4,9,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",9.0,1.0,2.0,0.0,5.0,1.0
3259433,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2014,45,9,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",10.0,1.0,1.0,1.0,4.0,3.0
697168,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2023,14,34,"HOSPITALIZACIONES COVID-19, VIRUS IDENTIFICADO U07.1",0.0,0.0,0.0,0.0,0.0,0.0
699472,111800,SAPU Consultorio Nº1,13,Región Metropolitana de Santiago,13101,Santiago,11,Servicio de Salud Metropolitano Central,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,Primario,Urgencia Ambulatoria (SAPU),-33.455638,-70.652567,Baja Complejidad,2019,39,8,Crisis obstructiva bronquial (J40-J46),13.0,0.0,0.0,0.0,7.0,6.0
