,fecha,ciudad,dispositivo,categoria_producto,metodo_pago,edad_cliente,productos_carrito,tiempo_sesion_min,rating_producto,precio_promedio,monto_total,compra_completada
640,2024-01-27 16:00:00,Santiago,Mobile,Deportes,Tarjeta,49.0,2,5.4,5.0,15016.0,26107.0,1
641,2024-01-27 17:00:00,Santiago,Mobile,Ropa,Tarjeta,43.0,18,4.2,4.0,32555.0,643454.0,1
642,2024-01-27 18:00:00,Santiago,Mobile,Hogar,Efectivo,68.0,2,9.2,4.0,3161.0,6888.0,1
643,2024-01-27 19:00:00,Santiago,Desktop,Ropa,Efectivo,37.0,1,18.9,5.0,9574.0,9850.0,1
644,2024-01-27 20:00:00,Santiago,Mobile,Libros,Tarjeta,53.0,2,18.5,3.0,15573.0,28855.0,1
645,2024-01-27 21:00:00,Concepción,Tablet,Deportes,Tarjeta,23.0,3,17.6,3.0,3451.0,11298.0,1
646,2024-01-27 22:00:00,Valparaíso,Tablet,Electrónica,Tarjeta,32.0,7,4.8,,18820.0,150099.0,0
647,2024-01-27 23:00:00,Valparaíso,Mobile,Ropa,Efectivo,57.0,2,5.1,,35064.0,74342.0,0
648,2024-01-28 00:00:00,Concepción,Desktop,Deportes,,34.0,3,12.8,,11030.0,29954.0,0
649,2024-01-28 01:00:00,Valparaíso,Mobile,Libros,Transferencia,,4,1.2,5.0,38337.0,164800.0,0
650,2024-01-28 02:00:00,Santiago,Mobile,Libros,,41.0,1,10.2,3.0,5159.0,5432.0,0
651,2024-01-28 03:00:00,Valparaíso,Desktop,Deportes,Efectivo,34.0,5,4.7,,7431.0,32548.0,0
652,2024-01-28 04:00:00,Valparaíso,Mobile,Hogar,,61.0,3,14.0,4.0,25443.0,69736.0,0
653,2024-01-28 05:00:00,Concepción,Desktop,Deportes,,46.0,8,4.1,2.0,4912.0,35387.0,0
654,2024-01-28 06:00:00,Santiago,Desktop,Hogar,Transferencia,73.0,3,2.7,5.0,6392.0,17962.0,0
655,2024-01-28 07:00:00,Santiago,Desktop,Hogar,,32.0,9,,,4116.0,41537.0,0
656,2024-01-28 08:00:00,Santiago,Tablet,Deportes,Transferencia,34.0,4,2.3,4.0,7158.0,26181.0,1
657,2024-01-28 09:00:00,Santiago,Mobile,Libros,Tarjeta,33.0,6,21.9,5.0,6009.0,31038.0,1
658,2024-01-28 10:00:00,Valparaíso,Mobile,Electrónica,Efectivo,52.0,2,1.3,5.0,3397.0,6310.0,1
659,2024-01-28 11:00:00,Valparaíso,Mobile,Electrónica,Transferencia,37.0,6,13.7,,20079.0,131742.0,0
660,2024-01-28 12:00:00,Santiago,Mobile,Deportes,,24.0,3,0.4,,6610.0,21854.0,0
661,2024-01-28 13:00:00,La Serena,Mobile,Ropa,,60.0,3,11.2,,29186.0,97633.0,0
662,2024-01-28 14:00:00,Valparaíso,Desktop,Deportes,Tarjeta,85.0,3,10.1,3.0,13267.0,38378.0,0
663,2024-01-28 15:00:00,Santiago,Mobile,Electrónica,Transferencia,47.0,1,,,9072.0,9444.0,0
664,2024-01-28 16:00:00,Santiago,Tablet,Deportes,Tarjeta,69.0,5,2.0,5.0,14335.0,69844.0,1
665,2024-01-28 17:00:00,Santiago,Desktop,Libros,Tarjeta,51.0,7,4.0,5.0,17628.0,120281.0,1
666,2024-01-28 18:00:00,Santiago,Mobile,Electrónica,,43.0,5,7.8,5.0,85071.0,433362.0,0
667,2024-01-28 19:00:00,Santiago,Mobile,Electrónica,Tarjeta,50.0,1,8.5,5.0,3900.0,4067.0,1
668,2024-01-28 20:00:00,Santiago,Mobile,Electrónica,,36.0,1,1.7,3.0,48778.0,46756.0,0
669,2024-01-28 21:00:00,Santiago,Mobile,Libros,,45.0,10,11.3,2.0,22095.0,195687.0,0
670,2024-01-28 22:00:00,Santiago,Mobile,Electrónica,,46.0,2,1.7,3.0,12616.0,28901.0,0
671,2024-01-28 23:00:00,Concepción,Mobile,Ropa,Tarjeta,35.0,3,6.7,5.0,19016.0,63417.0,1
672,2024-01-29 00:00:00,Santiago,Desktop,Electrónica,Efectivo,25.0,2,9.5,4.0,25294.0,44879.0,1
673,2024-01-29 01:00:00,Valparaíso,Mobile,Deportes,Transferencia,41.0,1,14.7,,12911.0,11370.0,0
674,2024-01-29 02:00:00,Santiago,Desktop,Ropa,Tarjeta,,1,14.7,,27005.0,29014.0,0
675,2024-01-29 03:00:00,La Serena,Desktop,Hogar,Efectivo,23.0,2,14.2,,76509.0,140989.0,0
676,2024-01-29 04:00:00,Santiago,Mobile,Electrónica,Tarjeta,44.0,9,8.7,5.0,13115.0,121021.0,1
677,2024-01-29 05:00:00,Santiago,Mobile,Hogar,Transferencia,49.0,1,3.6,,62770.0,71904.0,0
678,2024-01-29 06:00:00,La Serena,Desktop,Hogar,,,7,,,17706.0,105446.0,0
679,2024-01-29 07:00:00,Concepción,Tablet,Libros,,46.0,8,12.4,4.0,21850.0,181073.0,0
680,2024-01-29 08:00:00,Concepción,Mobile,Deportes,Efectivo,54.0,3,19.7,,47182.0,162235.0,0
681,2024-01-29 09:00:00,Santiago,Mobile,Deportes,Tarjeta,61.0,4,17.6,3.0,18967.0,85644.0,0
682,2024-01-29 10:00:00,Santiago,Mobile,Hogar,,51.0,2,11.7,,9018.0,20575.0,0
683,2024-01-29 11:00:00,Valparaíso,Mobile,Libros,,48.0,2,14.4,4.0,2766.0,5176.0,0
684,2024-01-29 12:00:00,La Serena,Mobile,Ropa,Tarjeta,40.0,8,5.0,,6225.0,49397.0,0
685,2024-01-29 13:00:00,Valparaíso,Mobile,Electrónica,Tarjeta,47.0,3,1.0,3.0,16375.0,49895.0,1
686,2024-01-29 14:00:00,Valparaíso,Desktop,Ropa,Transferencia,,6,5.6,4.0,5693.0,34840.0,1
687,2024-01-29 15:00:00,Santiago,Mobile,Electrónica,Tarjeta,,12,13.2,4.0,14660.0,179709.0,1
688,2024-01-29 16:00:00,Concepción,Mobile,Hogar,Tarjeta,53.0,6,,,2484.0,15436.0,0
689,2024-01-29 17:00:00,Santiago,Mobile,Libros,Tarjeta,70.0,3,10.5,3.0,11430.0,29909.0,0
690,2024-01-29 18:00:00,Santiago,Desktop,Libros,Tarjeta,36.0,6,21.1,4.0,13862.0,92962.0,1
691,2024-01-29 19:00:00,Santiago,Mobile,Deportes,Transferencia,37.0,3,23.1,,6276.0,19505.0,0
692,2024-01-29 20:00:00,Valparaíso,Tablet,Deportes,Tarjeta,,3,17.7,,12463.0,33839.0,0
693,2024-01-29 21:00:00,Santiago,Mobile,Ropa,Tarjeta,42.0,5,12.3,,5062.0,24861.0,0
694,2024-01-29 22:00:00,Santiago,Mobile,Deportes,,24.0,7,17.2,,22993.0,141890.0,0
695,2024-01-29 23:00:00,Valparaíso,Mobile,Electrónica,Transferencia,48.0,3,20.0,5.0,10438.0,33040.0,1
696,2024-01-30 00:00:00,Santiago,Desktop,Libros,Tarjeta,57.0,5,5.3,4.0,19045.0,88750.0,1
697,2024-01-30 01:00:00,Valparaíso,Mobile,Libros,Tarjeta,29.0,11,7.1,,13496.0,169369.0,0
698,2024-01-30 02:00:00,Santiago,Desktop,Hogar,,47.0,2,4.6,,30215.0,63568.0,0
699,2024-01-30 03:00:00,Valparaíso,Desktop,Hogar,,49.0,3,5.2,,11741.0,30077.0,0
700,2024-01-30 04:00:00,Valparaíso,Desktop,Ropa,Tarjeta,48.0,4,12.2,4.0,8563.0,34009.0,1
701,2024-01-30 05:00:00,Santiago,Mobile,Hogar,Transferencia,53.0,10,8.6,4.0,16720.0,153147.0,1
702,2024-01-30 06:00:00,Santiago,Desktop,Electrónica,Transferencia,51.0,9,7.5,5.0,21141.0,183215.0,0
703,2024-01-30 07:00:00,Santiago,Mobile,Deportes,Transferencia,51.0,1,5.9,5.0,9412.0,8132.0,1
704,2024-01-30 08:00:00,Santiago,Mobile,Deportes,Tarjeta,48.0,3,1.4,,4685.0,14140.0,0
705,2024-01-30 09:00:00,La Serena,Mobile,Ropa,Tarjeta,91.0,2,1.5,5.0,5701.0,10912.0,1
706,2024-01-30 10:00:00,Santiago,Desktop,Deportes,Tarjeta,,9,,5.0,5475.0,50413.0,1
707,2024-01-30 11:00:00,Concepción,Mobile,Libros,Transferencia,41.0,5,3.6,1.0,9500.0,47098.0,0
708,2024-01-30 12:00:00,Santiago,Mobile,Deportes,,37.0,4,8.7,,4954.0,18480.0,0
709,2024-01-30 13:00:00,Valparaíso,Mobile,Hogar,,48.0,2,4.5,5.0,35320.0,74686.0,0
710,2024-01-30 14:00:00,Concepción,Mobile,Libros,Tarjeta,57.0,3,30.8,,14384.0,38621.0,0
711,2024-01-30 15:00:00,Valparaíso,Mobile,Hogar,Transferencia,,4,4.4,5.0,6975.0,31206.0,1
712,2024-01-30 16:00:00,Valparaíso,Mobile,Hogar,,49.0,3,13.4,,25778.0,71538.0,0
713,2024-01-30 17:00:00,Santiago,Mobile,Ropa,Efectivo,46.0,5,0.7,3.0,10595.0,45480.0,1
714,2024-01-30 18:00:00,Santiago,Mobile,Ropa,,27.0,4,8.1,,18156.0,82128.0,0
715,2024-01-30 19:00:00,La Serena,Desktop,Libros,Transferencia,62.0,12,5.0,3.0,17274.0,222121.0,1
716,2024-01-30 20:00:00,Concepción,Mobile,Deportes,,,8,7.6,,11858.0,102022.0,0
717,2024-01-30 21:00:00,La Serena,Mobile,Electrónica,Tarjeta,44.0,3,11.8,,9010.0,23911.0,0
718,2024-01-30 22:00:00,Santiago,Mobile,Deportes,,38.0,4,11.3,5.0,3409.0,15208.0,0
719,2024-01-30 23:00:00,Concepción,Desktop,Libros,Transferencia,,3,4.4,5.0,6929.0,23749.0,1
720,2024-01-31 00:00:00,La Serena,Mobile,Electrónica,Tarjeta,,4,4.0,5.0,4872.0,20144.0,1
721,2024-01-31 01:00:00,Santiago,Mobile,Hogar,,25.0,10,,5.0,15705.0,162852.0,0
722,2024-01-31 02:00:00,Santiago,Mobile,Hogar,Transferencia,32.0,5,17.0,,23159.0,117410.0,0
723,2024-01-31 03:00:00,Concepción,Tablet,Electrónica,,43.0,2,38.6,,18112.0,38114.0,0
724,2024-01-31 04:00:00,Valparaíso,Desktop,Hogar,Tarjeta,36.0,3,17.9,3.0,4790.0,14611.0,1
725,2024-01-31 05:00:00,Concepción,Mobile,Deportes,Efectivo,40.0,1,5.0,5.0,14138.0,15553.0,1
726,2024-01-31 06:00:00,Santiago,Mobile,Ropa,Transferencia,51.0,2,3.5,4.0,42685.0,74280.0,1
727,2024-01-31 07:00:00,Concepción,Mobile,Deportes,Tarjeta,62.0,4,1.2,4.0,34716.0,126699.0,1
728,2024-01-31 08:00:00,Santiago,Mobile,Hogar,Transferencia,59.0,2,12.0,4.0,17613.0,31159.0,1
729,2024-01-31 09:00:00,Santiago,Desktop,Ropa,Tarjeta,70.0,3,4.3,5.0,20775.0,68480.0,1
730,2024-01-31 10:00:00,Santiago,Mobile,Deportes,,48.0,3,12.7,2.0,9032.0,26261.0,0
731,2024-01-31 11:00:00,Concepción,Desktop,Hogar,Transferencia,49.0,4,2.3,4.0,9382.0,33769.0,1
732,2024-01-31 12:00:00,Valparaíso,Mobile,Deportes,,38.0,4,2.6,,2809.0,10136.0,0
733,2024-01-31 13:00:00,Valparaíso,Desktop,Hogar,Tarjeta,50.0,3,16.3,5.0,15244.0,44357.0,1
734,2024-01-31 14:00:00,Santiago,Mobile,Libros,Tarjeta,31.0,3,1.4,4.0,10295.0,31470.0,0
735,2024-01-31 15:00:00,Concepción,Mobile,Electrónica,,49.0,2,3.2,,7799.0,17108.0,0
736,2024-01-31 16:00:00,Santiago,Desktop,Hogar,Tarjeta,52.0,3,2.8,3.0,9040.0,27355.0,0
737,2024-01-31 17:00:00,Concepción,Mobile,Deportes,Tarjeta,57.0,2,11.9,3.0,6733.0,11831.0,1
738,2024-01-31 18:00:00,Santiago,Desktop,Hogar,,29.0,1,4.2,,11894.0,12962.0,0
739,2024-01-31 19:00:00,Santiago,Desktop,Hogar,Tarjeta,34.0,2,5.3,3.0,11368.0,25475.0,1
740,2024-01-31 20:00:00,Valparaíso,Mobile,Deportes,Tarjeta,45.0,2,10.5,,23712.0,46192.0,0
741,2024-01-31 21:00:00,Santiago,Desktop,Deportes,,57.0,7,1.1,3.0,10780.0,71628.0,0
742,2024-01-31 22:00:00,Concepción,Mobile,Ropa,Transferencia,50.0,8,16.1,5.0,14244.0,103721.0,1
743,2024-01-31 23:00:00,Valparaíso,Mobile,Hogar,Tarjeta,43.0,4,0.5,4.0,12420.0,50555.0,1
744,2024-02-01 00:00:00,Santiago,Desktop,Libros,,44.0,3,0.1,2.0,7911.0,23911.0,0
745,2024-02-01 01:00:00,Concepción,Desktop,Electrónica,,62.0,8,8.5,,16128.0,116320.0,0
746,2024-02-01 02:00:00,Santiago,Mobile,Hogar,,,6,1.8,5.0,7517.0,48006.0,0
747,2024-02-01 03:00:00,Valparaíso,Desktop,Deportes,Transferencia,58.0,7,4.4,,10479.0,74078.0,0
748,2024-02-01 04:00:00,La Serena,Tablet,Ropa,,,2,7.0,,33631.0,62125.0,0
749,2024-02-01 05:00:00,Valparaíso,Mobile,Hogar,Tarjeta,58.0,2,2.6,4.0,37411.0,70097.0,1
750,2024-02-01 06:00:00,Santiago,Desktop,Libros,,,4,4.4,3.0,52079.0,208811.0,0
751,2024-02-01 07:00:00,La Serena,Desktop,Deportes,Transferencia,79.0,3,1.4,,47050.0,130499.0,0
752,2024-02-01 08:00:00,Valparaíso,Tablet,Libros,Efectivo,80.0,6,10.4,4.0,19401.0,131651.0,1
753,2024-02-01 09:00:00,Santiago,Mobile,Libros,,,7,1.4,2.0,4127.0,32872.0,0
754,2024-02-01 10:00:00,Santiago,Desktop,Electrónica,Efectivo,22.0,2,19.8,5.0,22318.0,50866.0,0
755,2024-02-01 11:00:00,Concepción,Mobile,Electrónica,Tarjeta,39.0,3,0.4,5.0,19345.0,56336.0,0
756,2024-02-01 12:00:00,Valparaíso,Desktop,Hogar,Tarjeta,,2,4.1,4.0,14053.0,26663.0,1
757,2024-02-01 13:00:00,Valparaíso,Desktop,Electrónica,,44.0,2,3.2,3.0,13452.0,29633.0,0
758,2024-02-01 14:00:00,Concepción,Mobile,Hogar,Transferencia,,2,1.1,,3274.0,6150.0,0
759,2024-02-01 15:00:00,Concepción,Mobile,Hogar,,34.0,2,3.0,,9777.0,20403.0,0
760,2024-02-01 16:00:00,Santiago,Desktop,Deportes,Tarjeta,,2,2.8,4.0,50840.0,109228.0,1
761,2024-02-01 17:00:00,Santiago,Desktop,Deportes,Transferencia,29.0,4,0.6,4.0,3938.0,16901.0,1
762,2024-02-01 18:00:00,Santiago,Mobile,Ropa,Transferencia,72.0,12,,2.0,9628.0,121594.0,0
763,2024-02-01 19:00:00,Concepción,Mobile,Electrónica,Transferencia,45.0,1,15.2,4.0,3904.0,3348.0,0
764,2024-02-01 20:00:00,Santiago,Desktop,Ropa,Efectivo,38.0,6,20.7,,13878.0,75459.0,0
765,2024-02-01 21:00:00,Valparaíso,Mobile,Libros,Transferencia,76.0,8,2.3,5.0,7594.0,63042.0,1
766,2024-02-01 22:00:00,Concepción,Mobile,Hogar,,48.0,3,4.5,3.0,15813.0,49675.0,0
767,2024-02-01 23:00:00,Concepción,Tablet,Hogar,,33.0,1,6.6,5.0,25667.0,26826.0,0
768,2024-02-02 00:00:00,Santiago,Mobile,Deportes,Transferencia,25.0,1,20.7,4.0,4850.0,4645.0,0
769,2024-02-02 01:00:00,Concepción,Mobile,Libros,Efectivo,65.0,8,7.4,5.0,10341.0,75449.0,1
770,2024-02-02 02:00:00,Santiago,Mobile,Hogar,Tarjeta,39.0,8,4.3,5.0,11309.0,102204.0,1
771,2024-02-02 03:00:00,Concepción,Desktop,Hogar,,67.0,2,3.6,,18971.0,32691.0,0
772,2024-02-02 04:00:00,Santiago,Mobile,Libros,,80.0,1,3.3,5.0,24919.0,24224.0,0
773,2024-02-02 05:00:00,Santiago,Desktop,Libros,Tarjeta,60.0,1,1.6,1.0,20809.0,19044.0,1
774,2024-02-02 06:00:00,Concepción,Desktop,Hogar,,62.0,4,0.2,2.0,23559.0,82918.0,0
775,2024-02-02 07:00:00,Santiago,Mobile,Libros,Tarjeta,43.0,7,16.1,4.0,39481.0,252818.0,1
776,2024-02-02 08:00:00,Santiago,Desktop,Electrónica,Tarjeta,,8,1.8,,1308.0,9082.0,0
777,2024-02-02 09:00:00,Concepción,Mobile,Libros,Tarjeta,43.0,5,0.7,4.0,29100.0,135570.0,1
778,2024-02-02 10:00:00,Concepción,Desktop,Ropa,Transferencia,38.0,1,0.0,4.0,12928.0,13647.0,1
779,2024-02-02 11:00:00,Valparaíso,Mobile,Ropa,,31.0,2,1.4,4.0,70419.0,146327.0,0
780,2024-02-02 12:00:00,Valparaíso,Desktop,Hogar,Tarjeta,,3,12.0,2.0,36052.0,113210.0,0
781,2024-02-02 13:00:00,Valparaíso,Mobile,Hogar,Transferencia,43.0,1,1.4,,24959.0,22400.0,0
782,2024-02-02 14:00:00,Santiago,Mobile,Deportes,Tarjeta,46.0,3,6.9,5.0,10880.0,34495.0,1
783,2024-02-02 15:00:00,Santiago,Tablet,Libros,Transferencia,,6,9.5,4.0,9799.0,51720.0,1
784,2024-02-02 16:00:00,Santiago,Mobile,Ropa,Transferencia,38.0,4,18.4,4.0,31170.0,122937.0,1
785,2024-02-02 17:00:00,La Serena,Desktop,Deportes,Tarjeta,73.0,5,9.2,3.0,9967.0,48342.0,1
786,2024-02-02 18:00:00,Valparaíso,Mobile,Hogar,Transferencia,48.0,1,0.6,2.0,31969.0,28059.0,0
787,2024-02-02 19:00:00,Santiago,Mobile,Electrónica,Tarjeta,,4,1.7,5.0,42211.0,147829.0,1
788,2024-02-02 20:00:00,Valparaíso,Desktop,Libros,Transferencia,40.0,3,3.3,5.0,20310.0,61361.0,1
789,2024-02-02 21:00:00,La Serena,Mobile,Deportes,Tarjeta,34.0,7,2.3,,3884.0,25889.0,0
790,2024-02-02 22:00:00,Santiago,Desktop,Electrónica,Transferencia,,3,8.8,4.0,17320.0,45469.0,1
791,2024-02-02 23:00:00,Valparaíso,Mobile,Hogar,Tarjeta,46.0,8,12.4,,26726.0,197628.0,0
792,2024-02-03 00:00:00,Valparaíso,Mobile,Ropa,Tarjeta,31.0,3,4.1,5.0,11183.0,36888.0,1
793,2024-02-03 01:00:00,Valparaíso,Desktop,Deportes,Tarjeta,47.0,2,0.2,5.0,6229.0,12039.0,1
794,2024-02-03 02:00:00,Santiago,Mobile,Deportes,Tarjeta,42.0,1,14.9,5.0,11405.0,9791.0,0
795,2024-02-03 03:00:00,Concepción,Mobile,Hogar,,54.0,1,3.3,5.0,7041.0,7842.0,0
796,2024-02-03 04:00:00,La Serena,Desktop,Hogar,,45.0,4,26.4,,12780.0,45969.0,0
797,2024-02-03 05:00:00,Valparaíso,Mobile,Ropa,Tarjeta,49.0,2,2.8,5.0,5095.0,10346.0,1
798,2024-02-03 06:00:00,Valparaíso,Mobile,Ropa,Efectivo,34.0,6,2.3,,9683.0,61026.0,0
799,2024-02-03 07:00:00,La Serena,Desktop,Ropa,Tarjeta,50.0,5,16.4,5.0,21487.0,91564.0,1
800,2024-02-03 08:00:00,Concepción,Desktop,Electrónica,Tarjeta,37.0,2,8.3,,21688.0,38470.0,0
801,2024-02-03 09:00:00,Santiago,Mobile,Electrónica,Transferencia,58.0,1,11.6,,61160.0,65453.0,0
802,2024-02-03 10:00:00,Valparaíso,Mobile,Hogar,Tarjeta,,3,0.5,4.0,16357.0,45162.0,1
803,2024-02-03 11:00:00,Valparaíso,Desktop,Deportes,Tarjeta,31.0,2,3.2,4.0,11624.0,25465.0,1
804,2024-02-03 12:00:00,Santiago,Mobile,Electrónica,Tarjeta,61.0,5,3.9,,13137.0,71263.0,0
805,2024-02-03 13:00:00,Concepción,Mobile,Hogar,Tarjeta,47.0,3,7.7,4.0,4836.0,16667.0,1
806,2024-02-03 14:00:00,La Serena,Tablet,Electrónica,Transferencia,42.0,4,6.2,,12530.0,48814.0,0
807,2024-02-03 15:00:00,La Serena,Mobile,Ropa,Transferencia,,13,1.1,5.0,10190.0,141741.0,1
808,2024-02-03 16:00:00,Valparaíso,Desktop,Hogar,Tarjeta,44.0,6,3.6,,47093.0,244783.0,0
809,2024-02-03 17:00:00,Santiago,Desktop,Ropa,Transferencia,42.0,2,0.1,2.0,52827.0,108809.0,1
810,2024-02-03 18:00:00,La Serena,Desktop,Libros,,52.0,1,9.1,,17727.0,20138.0,0
811,2024-02-03 19:00:00,Concepción,Desktop,Deportes,Tarjeta,35.0,1,0.6,5.0,4738.0,4601.0,1
812,2024-02-03 20:00:00,Santiago,Mobile,Ropa,Transferencia,36.0,5,1.0,5.0,7783.0,35860.0,1
813,2024-02-03 21:00:00,La Serena,Mobile,Deportes,Tarjeta,,2,1.3,5.0,26225.0,53662.0,1
814,2024-02-03 22:00:00,Concepción,Desktop,Hogar,Tarjeta,42.0,2,21.8,4.0,4282.0,8310.0,1
815,2024-02-03 23:00:00,Valparaíso,Mobile,Libros,,38.0,7,21.6,,15521.0,120289.0,0
816,2024-02-04 00:00:00,Valparaíso,Desktop,Deportes,Tarjeta,51.0,2,8.7,3.0,4086.0,7277.0,0
817,2024-02-04 01:00:00,Santiago,Mobile,Electrónica,Tarjeta,46.0,6,4.7,,27536.0,188054.0,0
818,2024-02-04 02:00:00,Santiago,Desktop,Hogar,Transferencia,87.0,3,3.2,5.0,5167.0,17410.0,0
819,2024-02-04 03:00:00,Santiago,Mobile,Libros,Tarjeta,37.0,2,4.0,4.0,77310.0,174378.0,1
820,2024-02-04 04:00:00,Concepción,Mobile,Electrónica,,44.0,7,,,9925.0,68778.0,0
821,2024-02-04 05:00:00,Santiago,Mobile,Electrónica,Tarjeta,48.0,1,14.7,5.0,11712.0,12706.0,1
822,2024-02-04 06:00:00,Santiago,Desktop,Libros,,55.0,5,8.7,,3590.0,18619.0,0
823,2024-02-04 07:00:00,Santiago,Mobile,Ropa,,35.0,6,,,5312.0,31764.0,0
824,2024-02-04 08:00:00,Valparaíso,Desktop,Libros,Transferencia,28.0,2,2.7,3.0,7308.0,15504.0,0
825,2024-02-04 09:00:00,La Serena,Mobile,Libros,,25.0,8,,4.0,2865.0,20786.0,0
826,2024-02-04 10:00:00,Santiago,Mobile,Libros,Tarjeta,75.0,2,8.2,4.0,42233.0,74857.0,1
827,2024-02-04 11:00:00,Santiago,Desktop,Deportes,Transferencia,37.0,2,10.5,5.0,5115.0,9371.0,1
828,2024-02-04 12:00:00,Concepción,Mobile,Ropa,Tarjeta,33.0,11,,5.0,29721.0,368763.0,1
829,2024-02-04 13:00:00,Valparaíso,Mobile,Hogar,Tarjeta,,5,1.5,4.0,20314.0,87593.0,1
830,2024-02-04 14:00:00,Santiago,Mobile,Electrónica,,,3,16.8,2.0,14865.0,45338.0,0
831,2024-02-04 15:00:00,Valparaíso,Desktop,Deportes,Transferencia,52.0,3,6.8,5.0,44905.0,151754.0,1
832,2024-02-04 16:00:00,Santiago,Tablet,Ropa,Efectivo,56.0,7,8.8,5.0,25161.0,168533.0,0
833,2024-02-04 17:00:00,Santiago,Mobile,Libros,Efectivo,44.0,10,6.5,3.0,2016.0,17340.0,1
834,2024-02-04 18:00:00,Valparaíso,Mobile,Deportes,Tarjeta,68.0,2,2.4,,17042.0,34483.0,0
835,2024-02-04 19:00:00,Santiago,Mobile,Deportes,Tarjeta,40.0,6,1.7,,23509.0,151420.0,0
836,2024-02-04 20:00:00,La Serena,Desktop,Electrónica,Tarjeta,34.0,7,5.7,4.0,2674.0,19193.0,0
837,2024-02-04 21:00:00,Santiago,Mobile,Hogar,Tarjeta,84.0,5,13.0,3.0,2090.0,11431.0,1
838,2024-02-04 22:00:00,Valparaíso,Desktop,Ropa,Transferencia,55.0,1,4.0,4.0,9965.0,9689.0,1
839,2024-02-04 23:00:00,Valparaíso,Mobile,Ropa,Efectivo,48.0,1,10.7,,10759.0,11171.0,0
840,2024-02-05 00:00:00,Santiago,Desktop,Ropa,Efectivo,47.0,7,2.7,4.0,6701.0,40249.0,1
841,2024-02-05 01:00:00,Valparaíso,Mobile,Libros,,,5,3.3,,4241.0,22572.0,0
842,2024-02-05 02:00:00,Santiago,Tablet,Libros,Tarjeta,61.0,3,8.9,5.0,13961.0,45867.0,1
843,2024-02-05 03:00:00,La Serena,Mobile,Deportes,Transferencia,29.0,4,2.1,4.0,37808.0,146224.0,1
844,2024-02-05 04:00:00,Santiago,Mobile,Hogar,Transferencia,46.0,1,8.3,,46925.0,47413.0,0
845,2024-02-05 05:00:00,Santiago,Desktop,Electrónica,Tarjeta,28.0,1,4.2,5.0,17209.0,16385.0,1
846,2024-02-05 06:00:00,Santiago,Desktop,Electrónica,Tarjeta,35.0,3,5.7,4.0,9848.0,29275.0,1
847,2024-02-05 07:00:00,La Serena,Mobile,Hogar,Tarjeta,42.0,8,4.7,,23607.0,201289.0,0
848,2024-02-05 08:00:00,Valparaíso,Tablet,Ropa,Efectivo,43.0,1,3.6,1.0,14640.0,13620.0,1
849,2024-02-05 09:00:00,Valparaíso,Mobile,Hogar,Tarjeta,59.0,2,0.3,5.0,8450.0,16026.0,1
850,2024-02-05 10:00:00,Santiago,Mobile,Electrónica,Transferencia,43.0,19,1.0,4.0,3435.0,67866.0,1
851,2024-02-05 11:00:00,Concepción,Mobile,Libros,Efectivo,46.0,11,2.6,3.0,44448.0,551459.0,0
852,2024-02-05 12:00:00,Santiago,Mobile,Hogar,Transferencia,71.0,2,18.5,3.0,7450.0,12770.0,1
853,2024-02-05 13:00:00,Concepción,Desktop,Deportes,Tarjeta,25.0,3,3.1,4.0,17677.0,46311.0,0
854,2024-02-05 14:00:00,Santiago,Mobile,Libros,Transferencia,45.0,4,7.8,3.0,10476.0,46663.0,1
855,2024-02-05 15:00:00,Santiago,Mobile,Deportes,Tarjeta,44.0,1,4.5,,4615.0,5160.0,0
856,2024-02-05 16:00:00,Santiago,Mobile,Deportes,,39.0,2,15.2,4.0,7032.0,14543.0,0
857,2024-02-05 17:00:00,Valparaíso,Mobile,Hogar,Tarjeta,,3,1.5,4.0,7211.0,23862.0,1
858,2024-02-05 18:00:00,Valparaíso,Tablet,Deportes,Efectivo,39.0,3,22.6,4.0,13822.0,35456.0,0
859,2024-02-05 19:00:00,Santiago,Desktop,Ropa,,,1,2.1,,17241.0,16318.0,0
860,2024-02-05 20:00:00,Concepción,Mobile,Hogar,Tarjeta,48.0,4,1.3,5.0,15711.0,57448.0,1
861,2024-02-05 21:00:00,Valparaíso,Mobile,Electrónica,Transferencia,58.0,5,1.0,3.0,67808.0,315675.0,0
862,2024-02-05 22:00:00,Valparaíso,Tablet,Ropa,Tarjeta,,11,7.6,5.0,17392.0,164481.0,1
863,2024-02-05 23:00:00,Santiago,Mobile,Libros,Transferencia,,3,5.6,,27889.0,93480.0,0
864,2024-02-06 00:00:00,Santiago,Mobile,Hogar,Efectivo,42.0,3,6.4,4.0,4248.0,12889.0,1
865,2024-02-06 01:00:00,Valparaíso,Mobile,Electrónica,Tarjeta,,1,9.6,4.0,14116.0,12156.0,1
866,2024-02-06 02:00:00,Santiago,Mobile,Electrónica,Tarjeta,58.0,2,1.0,5.0,3611.0,6417.0,1
867,2024-02-06 03:00:00,Santiago,Desktop,Hogar,Tarjeta,46.0,2,1.7,4.0,20803.0,37895.0,1
868,2024-02-06 04:00:00,Concepción,Desktop,Ropa,,29.0,16,8.9,,3202.0,57624.0,0
869,2024-02-06 05:00:00,La Serena,Tablet,Electrónica,Transferencia,,1,0.7,,9705.0,10227.0,0
870,2024-02-06 06:00:00,Santiago,Mobile,Hogar,Tarjeta,43.0,7,6.4,4.0,3794.0,22907.0,1
